,Produktgruppe,Menge,Gewicht,Mass 1,Kunden-Nr.,Land,Zustellercode,Transportschaden
18540,ROLLO,4.4,4.48,0.0,17885,DE,UPS,0
18541,INSCHUTZ,5.0,0.0,0.0,25556,DE,DHL,0
18542,PLISSEE_WA,7.0,8.54,652.6,17577,DE,UPS,0
18543,PLISSEE_20,15.0,11.11,718.3,19355,DE,UPS,0
18544,FVORHANG,11.0,0.0,839.0,24347,DE,TOUR_SPED,0
18545,KOLLEKTION,3.0,4.185,0.0,29310,DE,UPS,0
18546,ROLLO,1.0,4.54,144.0,35950,DE,UPS,0
18547,REPARATUR,1.0,0.91,89.0,26785,DE,UPS,0
18548,FVORHANG,1.0,0.54,43.0,17885,DE,UPS,0
18549,PLISSEE_20,2.0,1.35,144.4,25798,DE,UPS,0
18550,ROLLO,3.0,0.92,68.0,35950,DE,UPS,0
18551,PLISSEE_20,15.0,10.89,749.2,19573,DE,UPS,0
18552,PLISSEE_20,28.96,13.795,170.4,15745,DE,UPS,0
18553,PLISSEE_20,10.0,5.03,310.0,29731,FR,UPS,0
18554,PLISSEE_20,2.0,1.41,124.5,35950,DE,UPS,0
18555,ROLLO,8.0,6.655,370.0,29731,FR,UPS,0
18556,INSCHUTZ,1.0,0.0,0.0,21708,BE,TOUR_SPED,0
18557,PLISSEE_20,1.0,1.55,120.2,21543,DE,UPS,0
18558,PLISSEE_20,7.0,6.6,498.59999999999997,24210,DE,UPS,0
18559,PLISSEE_20,3.0,2.34,157.8,17577,DE,UPS,0
18560,PLISSEE_20,3.0,3.57,197.0,35950,DE,UPS,0
18561,PLISSEE_20,2.0,2.13,176.0,29469,DE,UPS,0
18562,ROLLO,1.0,2.51,98.6,35950,DE,UPS,0
18563,INSCHUTZ,7.0,0.0,0.0,19955,DE,TOUR_SPED,0
18564,ROLLO,2.0,2.0,83.0,35950,DE,UPS,0
18565,PLISSEE_20,2.0,1.94,195.7,35950,CH,UPS,0
18566,PLISSEE_20,5.0,11.63,417.5,29139,DE,UPS,0
18567,INSCHUTZ,2.0,0.0,0.0,15635,DE,TOUR_SPED,0
18568,PLISSEE_20,1.0,1.245,84.7,35950,DE,UPS,0
18569,PLISSEE_20,2.0,6.375,334.0,15446,DE,UPS,0
18570,INSCHUTZ,3.0,0.0,0.0,20449,DE,TOUR_SPED,0
18571,KOLLEKTION,4.0,2.6,0.0,22756,CH,UPS_CH,0
18572,LAMELLE,7.0,3.805,255.0,19082,DE,UPS,0
18573,ROLLO,1.0,5.355,200.0,35950,DE,UPS,0
18574,PLISSEE_WA,2.0,0.86,35.0,35950,DE,UPS,0
18575,PLISSEE_20,3.0,2.41,148.0,20487,DE,UPS,0
18576,INSCHUTZ,3.0,0.0,0.0,20919,DE,TOUR_SPED,0
18577,PLISSEE_20,5.0,3.885,300.6,35950,DE,UPS,0
18578,PLISSEE_20,4.0,1.25,56.2,35950,CH,UPS,0
18579,PLISSEE_20,1.0,0.0,0.0,17885,DE,DHL,0
18580,PLISSEE_20,7.0,3.63,189.5,26403,DE,UPS,0
18581,ROLLO,3.0,8.23,190.0,35950,DE,UPS,0
18582,INSCHUTZ,8.0,0.0,0.0,26404,DE,DHL,0
18583,LAMELLE,5.0,26.165,653.0,22756,CH,UPS_CH,0
18584,PLISSEE_20,1.0,1.0,67.0,35950,DE,UPS,0
18585,REPARATUR,1.0,1.26,99.9,27099,DE,UPS,0
18586,ROLLO,1.0,5.085,175.0,22756,CH,UPS_CH,0
18587,FVORHANG,2.0,0.215,40.0,36915,FR,UPS,0
18588,PLISSEE_20,8.0,4.89,428.9,22674,DE,UPS,0
18589,PLISSEE_20,15.0,0.0,0.0,35950,DE,DHL,0
18590,PLISSEE_WA,4.0,2.505,106.5,35950,DE,UPS,0
18591,ROLLO,1.0,1.18,97.3,15046,DE,UPS,0
18592,KOLLEKTION,3.0,4.185,0.0,31399,DE,UPS,0
18593,INSCHUTZ,1.0,0.0,0.0,36138,DE,TOUR_SPED,0
18594,LAMELLE,1.0,3.15,210.0,19840,DE,UPS,0
18595,INSCHUTZ,4.5,0.0,0.0,15446,DE,KEP,0
18596,FVORHANG,4.0,0.0,2400.0,17853,DE,TOUR_SPED,0
18597,ROLLO,2.0,2.585,117.0,35950,DE,UPS,0
18598,JALOUSIE,2.0,11.345,172.0,22843,LU,UPS,0
18599,LAMELLE,2.0,6.8100000000000005,238.0,19355,DE,UPS,0
18600,INSCHUTZ,3.0,0.0,0.0,15112,DE,DHL,0
18601,PROSPEKTE,2.0,0.9,0.0,20046,DE,UPS,0
18602,PLISSEE_20,1.0,0.8,72.7,17060,DE,UPS,0
18603,PLISSEE_20,2.0,1.39,47.5,35950,DE,UPS,0
18604,ROLLO,7.0,3.31,162.5,35950,DE,UPS,0
18605,ROLLO,1.0,2.31,110.0,35950,DE,UPS,0
18606,LAMELLE,1.0,1.75,106.6,27294,DE,UPS,0
18607,VARIOROLLO,3.0,18.27,246.0,17665,DE,UPS,0
18608,ROLLO,3.0,7.9350000000000005,123.5,19355,DE,UPS,0
18609,PLISSEE_20,2.0,2.14,69.0,35950,DE,UPS,0
18610,INSCHUTZ,1.0,0.0,0.0,31299,DE,TOUR_SPED,0
18611,PP-SHOP,6.0,0.33,0.0,34035,DE,UPS,0
18612,ROLLO,3.0,13.645,528.0,19868,DE,UPS,0
18613,ROLLO,9.0,0.0,427.6,28984,DE,TOUR_SPED,0
18614,ROLLO,2.0,2.685,174.0,35950,DE,UPS,0
18615,ROLLO,1.0,3.815,100.0,30534,IT,UPS,0
18616,PLISSEE_20,2.0,1.075,36.7,35950,DE,UPS,0
18617,LAMELLE,6.0,0.0,800.0,15635,DE,TOUR_SPED,0
18618,PLISSEE_20,1000.0,4.565,16.0,35950,DE,UPS,0
18619,PLISSEE_20,8.0,1.9,156.5,20272,DE,UPS,0
18620,LAMELLE,2.0,0.0,440.0,21050,DE,TOUR_SPED,0
18621,PLISSEE_20,1.0,0.785,62.6,35950,DE,UPS,0
18622,PLISSEE_20,1.0,0.56,38.2,35950,DE,UPS,0
18623,ROLLO,1.0,2.185,98.6,35950,DE,UPS,0
18624,JALOUSIE,0.74,0.58,0.0,27629,DE,UPS,0
18625,ROLLO,1.0,2.26,141.7,35950,DE,UPS,0
18626,REPARATUR,2.0,1.73,99.9,18044,DE,UPS,0
18627,PLISSEE_20,3.0,3.46,331.0,26409,DE,UPS,0
18628,PLISSEE_WA,1.0,0.995,70.6,35950,AT,UPS,0
18629,INSCHUTZ,1.0,0.0,0.0,35651,LU,DHL,0
18630,PLISSEE_20,7.0,4.415,498.0,35950,DE,UPS,0
18631,INSCHUTZ,2.0,0.0,0.0,15133,DE,TOUR_SPED,0
18632,GETRIEBE,1.0,0.0,0.0,23005,DE,DHL,0
18633,INSCHUTZ,1.0,0.0,0.0,28440,DE,TOUR_SPED,0
18634,ROLLO,1.0,0.0,0.0,15594,DE,DHL,0
18635,PLISSEE_20,3.0,2.255,113.4,35950,DE,UPS,0
18636,JALOUSIE,1.0,4.335,250.0,35950,DE,UPS,0
18637,PLISSEE_20,1.0,1.085,86.7,35950,DE,UPS,0
18638,ROLLO,1.0,0.65,45.3,15001,DE,UPS,0
18639,INSCHUTZ,2.94,0.0,0.0,27949,DE,TOUR_SPED,0
18640,INSCHUTZ,2.0,0.0,0.0,19028,DE,TOUR_SPED,0
18641,PLISSEE_WA,1.0,2.075,121.0,35950,DE,UPS,0
18642,PLISSEE_WA,1.0,0.0,0.0,17409,DE,DHL,0
18643,ROLLO,2.0,1.295,51.0,35950,DE,UPS,0
18644,ROLLO,24.0,0.195,0.0,33458,FR,UPS,0
18645,PLISSEE_20,2.0,2.24,103.5,35950,DE,UPS,0
18646,PLISSEE_20,7.0,2.18,72.6,15814,DE,UPS,0
18647,ROLLO,6.0,2.79,176.0,16411,DE,UPS,0
18648,INSCHUTZ,12.0,0.0,0.0,19355,DE,TOUR_SPED,0
18649,ROLLO,3.0,6.815,345.0,22856,DE,UPS,0
18650,PLISSEE_20,1.0,1.235,94.5,35950,DE,UPS,0
18651,PLISSEE_20,1.0,0.99,90.0,28426,DE,UPS,0
18652,PLISSEE_WA,3.0,2.87,154.3,27477,BE,UPS,0
18653,PLISSEE_WA,5.0,4.3,286.2,17011,DE,UPS,0
18654,PLISSEE_WA,3.0,1.685,121.7,35950,DE,UPS,0
18655,PLISSEE_20,1.0,1.795,102.0,35950,DE,UPS,0
18656,KOLLEKTION,3.0,4.18,0.0,17187,DE,UPS,0
18657,PLISSEE_20,7.0,4.955,321.5,35950,DE,UPS,0
18658,LAMELLE,2.0,0.0,282.0,35089,FR,SPED,0
18659,ROLLO,2.0,4.165,310.0,19973,DE,UPS,1
18660,JALOUSIE,1.0,1.9,76.3,15094,DE,UPS,0
18661,ROLLO,2.0,3.79,236.0,35950,DE,UPS,0
18662,LAMELLE,2.0,6.140000000000001,210.0,21053,DE,UPS,0
18663,ROLLO,2.0,4.45,257.8,30374,IT,UPS,0
18664,FALTROLLO,1.0,3.105,160.0,15026,DE,UPS,0
18665,PLISSEE_20,2.0,1.44,63.4,29188,DE,UPS,0
18666,ENDKAPPEN,2.0,0.0,0.0,19959,DE,DHL,0
18667,ROLLO,3.0,9.505,180.0,35950,DE,UPS,0
18668,ROLLO,1.0,1.24,77.0,35950,DE,UPS,0
18669,ROLLO,1.0,0.0,0.0,24773,DE,DHL,0
18670,PLISSEE_20,1.0,0.9,83.5,18009,DE,UPS,0
18671,PLISSEE_20,2.0,0.75,34.4,22756,CH,UPS_CH,0
18672,PLISSEE_20,2.0,1.385,116.0,35950,DE,UPS,0
18673,FALTROLLO,1.0,5.01,220.0,26235,DE,UPS,0
18674,ROLLO,1.0,4.545,186.0,35950,DE,UPS,0
18675,ROLLO,9.0,3.46,327.5,35950,DE,UPS,0
18676,PLISSEE_20,3.0,1.82,116.30000000000001,15883,DE,UPS,0
18677,ROLLO,6.0,3.215,161.0,35950,DE,UPS,0
18678,PLISSEE_WA,1.0,0.76,57.7,35950,DE,UPS,0
18679,ROLLO,3.0,0.0,570.0,19613,DE,TOUR_SPED,0
18680,ROLLO,4.0,4.74,103.8,35950,DE,UPS,0
18681,ROLLO,2.0,1.435,57.0,35950,DE,UPS,0
18682,ROLLO,24.0,6.69,717.0,35950,DE,UPS,0
18683,INSCHUTZ,3.0,0.0,0.0,24163,DE,TOUR_SPED,0
18684,FVORHANG,9.0,0.0,440.0,22536,DE,TOUR_SPED,0
18685,ROLLO,2.0,7.87,156.0,28562,BE,UPS,0
18686,PLISSEE_20,6.0,7.285,240.9,35950,DE,UPS,0
18687,ROLLO,3.0,7.025,235.0,35950,CH,UPS_CH,0
18688,JALOUSIE,1.0,1.23,63.0,35950,DE,UPS,0
18689,PLISSEE_20,2.0,1.68,82.8,19096,DE,UPS,0
18690,JALOUSIE,1.0,0.0,0.0,24272,AT,DHL,0
18691,SONSTIGE,2.0,0.0,0.0,15003,DE,DHL,0
18692,PLISSEE_20,3.0,6.38,499.0,20557,DE,UPS,0
18693,SONSTIGE,8.0,0.0,0.0,15432,DE,DHL,0
18694,PLISSEE_20,200.0,1.23,8.0,35950,DE,UPS,0
18695,SHUTTERS,16.0,0.0,0.0,20764,DE,TOUR_SPED,0
18696,PLISSEE_20,4.0,3.43,214.9,18170,DE,UPS,0
18697,PLISSEE_20,4.0,3.86,216.5,17398,DE,UPS,0
18698,ROLLO,1.0,5.825,240.0,35950,DE,UPS,0
18699,PLISSEE_WA,7.0,5.65,552.5,21540,DE,UPS,0
18700,LAMELLE,3.0,0.0,0.0,26903,DE,DHL,0
18701,PLISSEE_20,2.0,1.53,146.0,25904,DE,UPS,0
18702,FVORHANG,3.0,1.07,140.0,17945,DE,UPS,0
18703,PLISSEE_20,2.0,1.13,124.0,26403,DE,UPS,0
18704,LAMELLE,7.0,0.0,488.8,26743,DE,TOUR_SPED,0
18705,PLISSEE_20,1.0,1.07,69.1,15094,DE,UPS,0
18706,ZUBEHÖRBEU,1.0,0.0,0.0,35950,DE,DHL,0
18707,PLISSEE_20,2.0,3.345,222.6,15935,DE,UPS,0
18708,PLISSEE_WA,1.0,1.18,77.4,35950,DE,UPS,0
18709,JALOUSIE,1.0,14.29,181.0,35447,DE,UPS,0
18710,JALOUSIE,1.0,1.27,32.0,29411,DE,UPS,0
18711,JALOUSIE,8.0,0.0,0.0,29468,DE,TOUR_SPED,0
18712,PLISSEE_20,2.0,0.93,44.5,15876,DE,UPS,0
18713,GETRIEBE,1.0,0.0,0.0,35950,DE,DHL,0
18714,PLISSEE_20,2.0,1.31,54.5,35950,DE,UPS,0
18715,PLISSEE_20,2.0,1.895,79.5,35950,DE,UPS,0
18716,VARIOROLLO,4.0,0.0,200.0,29016,DE,TOUR_SPED,0
18717,PLISSEE_20,1.0,1.24,91.2,17241,DE,UPS,0
18718,PLISSEE_20,1.0,1.15,81.4,18455,DE,UPS,0
18719,PLISSEE_WA,2.0,3.15,193.7,24916,DE,UPS,0
18720,PLISSEE_20,15.0,2.39,224.5,16098,DE,UPS,0
18721,PLISSEE_20,4.0,3.5,273.2,15935,DE,UPS,0
18722,JALOUSIE,2.0,5.1,203.0,34938,DE,UPS,0
18723,PLISSEE_20,3.0,2.32,162.3,25760,DE,UPS,0
18724,PLISSEE_20,1.0,0.94,75.0,24192,DE,UPS,0
18725,FVORHANG,11.0,0.0,486.0,16411,DE,TOUR_SPED,0
18726,PLISSEE_20,1.0,0.94,82.0,20665,DE,UPS,0
18727,PLISSEE_20,1.0,1.13,99.5,15594,DE,UPS,0
18728,PLISSEE_20,5.0,3.53,281.5,35950,DE,UPS,0
18729,BEFESTIGUN,1.0,0.23,0.0,33989,DE,UPS,0
18730,PLISSEE_20,3.0,3.09,116.7,35950,DE,UPS,0
18731,ROLLO,2.0,13.475000000000001,310.0,35950,DE,UPS,0
18732,PLISSEE_20,2.0,4.045,0.0,22826,DE,UPS,0
18733,PLISSEE_WA,5.0,6.415,224.7,17015,DE,UPS,0
18734,FVORHANG,22.0,0.0,1620.0,26404,DE,TOUR_SPED,0
18735,ROLLO,2.0,10.55,407.0,16312,DE,UPS,0
18736,PLISSEE_20,2.0,1.72,155.4,35950,DE,UPS,0
18737,ROLLO,1.0,1.595,97.3,35950,DE,UPS,0
18738,INSCHUTZ,2.0,0.0,0.0,15569,DE,TOUR_SPED,0
18739,INSCHUTZ,6.0,0.0,0.0,32388,DE,TOUR_SPED,0
18740,PLISSEE_20,1.0,0.85,63.4,33765,DE,UPS,0
18741,PLISSEE_WA,1.0,1.03,59.3,24272,AT,UPS,0
18742,KOLLEKTION,3.0,4.18,0.0,15046,DE,UPS,0
18743,INSCHUTZ,2.0,0.0,0.0,25561,DE,TOUR_SPED,0
18744,PLISSEE_WA,3.0,5.615,231.5,35950,DE,UPS,0
18745,PROSPEKTE,360.0,8.265,0.0,17250,DE,UPS,0
18746,KOLLEKTION,6.0,0.0,0.0,22167,DE,DHL,0
18747,PLISSEE_20,1.0,0.565,46.4,35950,DE,UPS,0
18748,PLISSEE_20,2.0,1.28,77.8,15849,DE,UPS,0
18749,PLISSEE_20,1.0,1.265,86.7,35950,DE,UPS,0
18750,PLISSEE_20,2.0,2.24,111.7,35950,AT,UPS,0
18751,PLISSEE_WA,3.0,1.01,66.0,35950,DE,UPS,0
18752,ROLLO,1.0,3.335,127.5,35950,DE,UPS,0
18753,INSCHUTZ,2.0,0.0,0.0,23543,LU,TOUR_SPED,0
18754,PLISSEE_20,2.0,1.2,132.3,17853,DE,UPS,0
18755,REPARATUR,1.0,1.19,99.9,27566,DE,UPS,0
18756,ROLLO,3.0,4.745,280.0,35950,DE,UPS,0
18757,ROLLO,2.0,2.57,234.0,22874,DE,UPS,0
18758,PLISSEE_WA,2.0,0.73,23.7,35950,DE,UPS,0
18759,ROLLO,5.0,24.83,498.0,30078,IT,UPS,0
18760,PLISSEE_20,1.0,1.14,90.2,35950,DE,UPS,0
18761,INSCHUTZ,1.0,0.0,0.0,18375,DE,TOUR_SPED,0
18762,ROLLO,3.0,11.32,254.0,18170,DE,UPS,0
18763,FVORHANG,5.0,2.31,300.0,16790,DE,UPS,0
18764,PLISSEE_20,6.0,3.7,350.5,29469,DE,UPS,0
18765,PLISSEE_20,10.0,6.68,649.0,26409,DE,UPS,0
18766,PLISSEE_20,2.0,1.65,135.1,27744,DE,UPS,0
18767,LAMELLE,133.0,10.405,0.0,18211,DE,UPS,0
18768,PLISSEE_20,1.0,1.505,94.5,35950,AT,UPS,0
18769,REPARATUR,1.0,9.525,142.0,25402,DE,UPS,0
18770,ROLLO,1.0,2.365,134.0,35950,DE,UPS,0
18771,PLISSEE_20,2.0,1.47,161.5,23334,DE,UPS,0
18772,PLISSEE_WA,1.0,2.55,126.8,20827,DE,UPS,0
18773,PLISSEE_20,2.0,1.65,145.4,22756,CH,UPS_CH,0
18774,PLISSEE_20,1.0,0.725,59.5,35950,AT,UPS,0
18775,PLISSEE_WA,1.0,1.005,74.1,35950,DE,UPS,0
18776,INSCHUTZ,2.1,1.7,0.0,23675,DE,UPS,0
18777,JALOUSIE,30.0,10.32,422.5,15448,DE,UPS,0
18778,PLISSEE_20,2.0,1.32,138.3,23252,DE,UPS,0
18779,PLISSEE_20,4.0,1.88,83.4,35950,CH,UPS,0
18780,PLISSEE_20,2.0,1.25,47.1,15399,DE,UPS,0
18781,PLISSEE_20,2.0,1.835,58.7,35950,AT,UPS,0
18782,JALOUSIE,100.0,0.2,0.0,35950,DE,UPS,0
18783,PLISSEE_WA,2.0,2.46,92.5,28984,DE,UPS,0
18784,REPARATUR,1.0,1.31,60.6,19578,DE,UPS,0
18785,ROLLO,6.0,13.775,235.0,35950,DE,UPS,0
18786,INSCHUTZ,2.0,0.0,0.0,21621,DE,TOUR_SPED,0
18787,PLISSEE_WA,4.0,3.915,81.7,35950,DE,UPS,0
18788,SONSTIGE,1.0,0.0,0.0,23675,DE,DHL,0
18789,PLISSEE_20,2.0,0.0,0.0,35950,DE,DHL,0
18790,PLISSEE_20,4.0,0.0,0.0,28503,DE,DHL,0
18791,REPARATUR,2.0,0.92,100.0,17332,DE,UPS,0
18792,ROLLO,1.0,2.555,121.5,35950,DE,UPS,0
18793,KOLLEKTION,2.0,1.055,0.0,22756,CH,UPS_CH,0
18794,PLISSEE_20,4.0,3.15,336.6,15184,DE,UPS,0
18795,INSCHUTZ,1.0,6.545,0.0,15054,DE,UPS,0
18796,INSCHUTZ,2.0,0.0,0.0,35125,DE,TOUR_SPED,0
18797,PLISSEE_20,30.0,0.0,1659.1000000000001,29795,DE,TOUR_SPED,0
18798,ROLLO,3.0,4.585,142.0,35950,DE,UPS,0
18799,PLISSEE_20,4.0,2.14,57.8,24975,DE,UPS,0
18800,PLISSEE_20,1.0,2.51,192.8,17885,DE,UPS,0
18801,PLISSEE_20,2.0,1.38,53.4,27848,DE,UPS,0
18802,ROLLO,2.0,3.48,125.0,35950,DE,UPS,0
18803,PLISSEE_20,2.0,1.08,51.2,35950,DE,UPS,0
18804,LAMELLE,4.0,0.0,816.5,20125,DE,TOUR_SPED,0
18805,ROLLO,2.0,4.4,179.0,30261,IT,UPS,0
18806,SONSTIGE,1.0,0.0,0.0,25735,DE,DHL,0
18807,ROLLO,1.0,0.0,270.0,20710,DE,TOUR_SPED,0
18808,LAMELLE,2.0,0.0,270.0,16402,DE,TOUR_SPED,0
18809,ROLLO,4.0,0.92,146.3,35950,DE,UPS,0
18810,INSCHUTZ,1.0,0.0,0.0,26956,DE,TOUR_SPED,0
18811,BEFESTIGUN,16.0,2.1,0.0,26052,DE,UPS,0
18812,PLISSEE_WA,3.0,4.385,496.5,15244,DE,UPS,0
18813,PLISSEE_20,2.0,1.58,71.5,21421,DE,UPS,0
18814,ROLLO,1.0,1.35,98.0,19355,DE,UPS,0
18815,SONSTIGE,5.0,0.0,0.0,16460,DE,DHL,0
18816,PLISSEE_20,7.0,4.92,339.2,19644,DE,UPS,0
18817,PLISSEE_20,1.0,1.485,105.0,35950,AT,UPS,0
18818,PLISSEE_20,2.0,4.22,191.6,27949,DE,UPS,0
18819,LAMELLE,7.0,0.95,0.0,17050,DE,UPS,0
18820,INSCHUTZ,10.623999999999999,5.08,0.0,19643,DE,UPS,0
18821,LAMELLE,1.0,0.0,408.0,33069,DE,TOUR_SPED,0
18822,REPARATUR,1.0,0.77,68.4,16312,DE,UPS,0
18823,LAMELLE,51.0,0.0,3424.0,34849,DE,TOUR_SPED,0
18824,SONSTIGE,2.0,0.0,0.0,35950,DE,DHL,0
18825,PLISSEE_20,1.0,1.325,91.2,35950,DE,UPS,0
18826,PLISSEE_20,1.0,1.53,118.5,20727,DE,UPS,0
18827,INSCHUTZ,1.0,0.0,0.0,28510,DE,TOUR_SPED,0
18828,ROLLO,3.0,1.54,80.0,35950,DE,UPS,0
18829,KOLLEKTION,3.0,4.17,0.0,26432,DE,UPS,0
18830,PLISSEE_20,1.0,1.83,121.5,33010,DE,UPS,1
18831,ROLLO,6.0,1.53,45.0,35950,DE,UPS,0
18832,INSCHUTZ,2.0,0.0,0.0,31076,DE,DHL,0
18833,PLISSEE_20,4.0,2.18,175.0,25397,DE,UPS,0
18834,PLISSEE_20,2.0,1.615,60.7,35950,DE,UPS,0
18835,PLISSEE_20,2.0,1.26,73.9,22756,CH,UPS_CH,0
18836,PLISSEE_20,4.0,3.69,480.8,17813,DE,UPS,0
18837,INSCHUTZ,1.0,0.0,0.0,28272,DE,TOUR_SPED,0
18838,PLISSEE_20,1.0,0.865,73.2,35950,DE,UPS,0
18839,PLISSEE_WA,1.0,0.95,81.7,35950,DE,UPS,0
18840,PLISSEE_WA,2.0,2.51,112.8,19663,DE,UPS,0
18841,ROLLO,3.0,13.54,175.0,35950,DE,UPS,1
18842,PLISSEE_20,1.0,1.08,77.0,35950,DE,UPS,0
18843,ROLLO,3.0,1.445,86.0,35950,DE,UPS,0
18844,PLISSEE_20,5.0,2.63,111.8,22756,CH,UPS_CH,0
18845,VARIOROLLO,1.0,5.53,130.0,15935,DE,UPS,0
18846,PLISSEE_20,1.0,2.1,125.6,20751,DE,UPS,0
18847,PLISSEE_20,1.0,0.0,0.0,15979,DE,DHL,0
18848,SONSTIGE,4.0,0.0,0.0,19355,DE,DHL,0
18849,ROLLO,1.0,3.27,155.3,35950,DE,UPS,0
18850,ROLLO,1.0,1.58,120.0,35950,DE,UPS,0
18851,BEFESTIGUN,2.0,0.0,0.0,35950,DE,DHL,0
18852,PLISSEE_20,6.0,2.49,99.0,15849,DE,UPS,0
18853,JALOUSIE,8.0,0.0,0.0,28950,DE,DHL,0
18854,PLISSEE_20,6.0,2.5,48.5,22976,DE,UPS,0
18855,PRÄSENTER,1.0,0.0,0.0,33744,DE,KEP,0
18856,INSCHUTZ,4.0,0.0,0.0,29451,BE,TOUR_SPED,0
18857,PLISSEE_20,1.0,0.0,0.0,30242,IT,DHL,0
18858,INSCHUTZ,3.06,0.0,0.0,18457,DE,TOUR_SPED,0
18859,ROLLO,10.0,0.0,0.0,20154,DE,DHL,0
18860,PLISSEE_20,3.0,2.35,156.0,25512,DE,UPS,0
18861,PLISSEE_20,1.0,1.12,100.7,35950,DE,UPS,0
18862,PLISSEE_20,2.0,1.48,158.4,35950,DE,UPS,0
18863,PLISSEE_WA,2.0,1.26,56.7,35950,DE,UPS,0
18864,PROSPEKTE,350.0,7.085,0.0,20751,DE,UPS,0
18865,PLISSEE_20,1.0,0.94,91.1,24214,DE,UPS,0
18866,PLISSEE_20,8.0,7.87,576.9,23946,DE,UPS,0
18867,PLISSEE_20,13.0,8.835,509.5,35950,DE,UPS,0
18868,PLISSEE_20,2.0,0.92,72.9,22756,CH,UPS_CH,0
18869,PLISSEE_20,1.0,0.85,60.0,27949,DE,UPS,0
18870,PLISSEE_20,13.0,7.83,433.2,19152,DE,UPS,0
18871,PLISSEE_WA,12.0,7.86,240.5,17066,DE,UPS,0
18872,SCHNUR,1000.0,0.525,0.0,17885,DE,UPS,0
18873,PLISSEE_20,1.0,1.31,97.0,23057,DE,UPS,0
18874,ROLLO,3.0,12.745,165.0,35950,DE,UPS,0
18875,VARIOROLLO,1.0,3.935,149.5,34268,DE,UPS,0
18876,INSCHUTZ,3.0,0.0,0.0,29717,DE,TOUR_SPED,0
18877,LAMELLE,3.0,5.47,194.0,20669,DE,UPS,0
18878,JALOUSIE,6.0,18.08,833.0,22699,DE,UPS,0
18879,0,2.0,1.595,51.7,0,0,0,0
18880,WERBEMITTE,50.0,1.035,0.0,23545,DE,UPS,0
18881,ROLLO,3.0,4.77,180.5,35950,DE,UPS,0
18882,KOLLEKTION,3.0,1.795,0.0,22756,CH,UPS_CH,0
18883,ROLLO,3.0,4.58,180.0,35950,DE,UPS,0
18884,ROLLO,2.0,2.07,86.5,35950,AT,UPS,0
18885,PLISSEE_20,2.0,1.37,66.7,35950,DE,UPS,0
18886,VARIOROLLO,8.0,0.0,635.0,27242,DE,TOUR_SPED,0
18887,PLISSEE_20,4.0,2.8,271.7,25532,DE,UPS,0
18888,PLISSEE_WA,1.0,1.65,94.0,17060,DE,UPS,0
18889,LAMELLE,1.0,0.165,0.0,28960,DE,UPS,0
18890,ROLLO,1.0,1.6,118.4,24918,DE,UPS,0
18891,PLISSEE_WA,8.0,4.47,229.8,15134,DE,UPS,0
18892,PLISSEE_20,2.0,2.06,91.6,35950,AT,UPS,0
18893,PLISSEE_20,9.0,5.49,347.6,25735,DE,UPS,0
18894,PROSPEKTE,15.0,5.53,0.0,37356,DE,UPS,0
18895,PLISSEE_WA,1.0,1.725,128.7,35950,DE,UPS,0
18896,ROLLO,2.0,0.0,0.0,17665,DE,DHL,0
18897,JALOUSIE,3.0,6.39,242.9,21412,DE,UPS,0
18898,ROLLO,1.0,1.12,74.0,35950,DE,UPS,0
18899,INSCHUTZ,1.0,0.0,0.0,20259,DE,TOUR_SPED,0
18900,PLISSEE_WA,1.0,2.49,117.0,21701,DE,UPS,0
18901,PLISSEE_WA,1.0,0.585,29.2,35950,DE,UPS,0
18902,PLISSEE_WA,4.0,5.52,292.6,29548,DE,UPS,0
18903,BEFESTIGUN,8.0,0.0,0.0,35950,DE,DHL,0
18904,ROLLO,1.0,3.01,112.0,16145,DE,UPS,0
18905,JALOUSIE,2.0,2.54,100.6,29091,DE,UPS,0
18906,PLISSEE_WA,2.0,2.215,95.7,35950,DE,UPS,0
18907,JALOUSIE,8.0,19.5,517.5,29058,EE,UPS,0
18908,PLISSEE_20,2.0,5.945,290.0,29588,FR,UPS,0
18909,INSCHUTZ,10.0,3.42,0.0,17208,DE,UPS,0
18910,PLISSEE_20,3.0,1.955,165.4,35950,CH,UPS,0
18911,INSCHUTZ,1.0,0.0,0.0,15187,DE,TOUR_SPED,0
18912,PLISSEE_20,2.0,1.7,141.0,24272,AT,UPS,0
18913,PLISSEE_20,7.0,5.46,327.0,17813,DE,UPS,0
18914,PLISSEE_WA,2.0,1.8,157.1,23386,DE,UPS,0
18915,PLISSEE_20,2.0,3.09,209.0,15090,DE,UPS,0
18916,KOLLEKTION,4.0,0.695,0.0,16907,DE,UPS,0
18917,INSCHUTZ,5.0,0.0,0.0,27476,LU,TOUR_SPED,0
18918,JALOUSIE,1.0,5.51,200.0,35950,DE,UPS,0
18919,ROLLO,3.0,4.84,200.0,35950,CH,UPS,0
18920,INSCHUTZ,1.0,0.0,0.0,34040,DE,TOUR_SPED,0
18921,PLISSEE_20,18.0,0.13,0.0,24272,AT,UPS,0
18922,PLISSEE_20,2.0,1.24,66.0,27667,DE,UPS,0
18923,PLISSEE_20,6.0,0.0,0.0,33754,DE,DHL,0
18924,PLISSEE_WA,6.0,2.96,212.5,16395,DE,UPS,0
18925,ROLLO,2.0,8.15,180.0,35950,DE,UPS,0
